OBJECTID,XID,CALENDAR_YEAR,CRASH_NUMBER,CASE_NUMBER,INVSTGT_AGCY_CD,AGENCY_TYPE_TXT,DOT_GEOG_DIST_CD,DOT_CNTY_CD,COUNTY_TXT,CRASH_DATE,CRASH_TIME,DAYOWEEK,WEEKDAY_TXT,DHSMV_CTY_CD,DHSCNTYCTY,IN_TOWN_FLAG,ON_ROADWAY_NAME,INT_ROADWAY_NAME,REFDISTANCE_MI,REFDIRECT,OFFICER_LATITUDE,OFFICER_LONGITUDE,SAFETYLAT,SAFETYLON,ROADWAYID,LOCMP,NEAREST_NODE_FROM_CRASH,STATE_ROAD_NUMBER,US_ROAD_NUMBER,ACCSIDRD,ACCLANE,TRAVDIR,CRRATECD,DHSRDSYS,JCT_CD,FRST_HARM_LOC_CD,INTCT_TYP_CD,TYPESHLD,SKID_NUMBER,SKID_TEST_DATE,FUNCLASS,RCI_SURFACE_WIDTH_FT,RCI_SHOULDER_TYPE_1,RCI_SHOULDER_TYPE_1_TXT,RCI_SHOULDER_WIDTH_1_FT,RCI_SHOULDER_TYPE_2,RCI_SHOULDER_TYPE_2_TXT,RCI_SHOULDER_WIDTH_2_FT,RCI_SHOULDER_TYPE_3,RCI_SHOULDER_TYPE_3_TXT,RCI_SHOULDER_WIDTH_3_FT,RCI_MEDIAN_WIDTH_FT,AVERAGE_DAILY_TRAFFIC,AADT_SOURCE,RCI_AVG_PERC_TRUCK_TRAFF,RCI_HORIZ_CURVE_CD,SPEED_LIMIT,INJSEVER,CARSTACD,ALCINVCD,SITELOCA,LGHT_COND_CD,EVNT_WTHR_COND_CD,RD_SRFC_COND_CD,RDWY_GRDE_CD,RDWY_ALIGN_CD,TRAF_WAY_CD,V1_TRAF_WAY_CD,V1_TRAF_WAY_CD_TXT,V2_TRAF_WAY_CD,V2_TRAF_WAY_CD_TXT,V1TRAFCTL,V1TRAFCTL_TXT,V2TRAFCTL,V2TRAFCTL_TXT,TRAFFIC_CONTROL_MC,CNTOFLANES,ROADCOND1,ROADCOND1_TXT,ROADCOND2,ROADCOND2_TXT,ROADCOND3,ROADCOND3_TXT,ROAD_CONDITION_MC,ENVIRNMT1,ENVIRNMT1_TXT,ENVIRNMT2,ENVIRNMT2_TXT,ENVIRNMT3,ENVIRNMT3_TXT,ENVIRONMENT_CONDITION_MC,MOST_HARM_EVNT_CD,IMPCT_TYP_CD,VHCL_MOVE_CD,D1_FRST_DR_ACTN_CD,D1_FRST_DR_ACTN_CD_TXT,D2_FRST_DR_ACTN_CD,D2_FRST_DR_ACTN_CD_TXT,DRIVER_ACTION_MC,LOC_WTHN_ZONE_CD,WRK_ZONE_TYP_CD,WRK_PRSNT_CD,LAW_ENFRC_PRSNT_CD,SCHL_BUS_REL_CD,NUMBER_OF_INJURED,NUMBER_OF_KILLED,NUMBER_OF_SERIOUS_INJURIES,NUMBER_OF_PEDESTRIANS,TOTAL_DRIVERS,NUMBER_OF_BICYCLISTS,NUMBER_OF_VEHICLES,TOTAL_PERSONS,WRONGWAY_IND,WORKZONE_IND,COMMERCIAL_VEHICLE_IND,INTERSECTION_IND,LANE_DEPARTURE_IND,CRASH_CLASS_IND_MC,SPEEDING_IND,AGGRESSIVE_DRIVING_IND,IMPAIRED_DRIVER_IND,IMPAIRED_PEDESTRIAN_IND,IMPAIRED_BICYCLIST_IND,DISTRACTED_DRIVER_IND,DRIVER_PEDEST_CONDIT_IND_MC,SPEEDING_AGGRESSIVE_IND,PEDESTRIAN_RELATED_IND,BICYCLIST_RELATED_IND,PEDESTRIAN_BICYCLIST_IND,MOTORCYCLE_INVOLVED_IND,NO_BELT_IND,NO_BELT_AGE_1_4_IND,NO_BELT_AGE_5_12_IND,NO_BELT_AGE_13_17_IND,AGE_TEEN_IND,AGE_65_PLUS_IND,AGE_65_69_IND,AGE_70_74_IND,AGE_75_79_IND,AGE_80_PLUS_IND,LINK_ID,CRSH_REF_NODE_ID,CRSH_XTMREF_NOD_ID,DSTNC_TOXTRNOD_NUM,CRSH_XTRREFNODB_ID,DST_TOXTRMNODB_NUM,LATITUDE,LONGITUDE,X_COORDINATE,Y_COORDINATE,ARBM_ROADSIDE,GEO_URBAN_RURAL_IND,MAP_SOURCE,EXTRACT_DATE,ARBM_ROAD_STATUS
3323595,2022250969700,2022,250969700,22-108150,3,CITY POLICE DEPARTMENT,01,03,COLLIER,1647734400000,0345,07,SUNDAY,0350,6450,Y,SR 29,SR 82,0.014,N,26.486107,-81.43444,26.4854245,-81.4346499,03080000,42.812,00067,SR 29,,R,S,N,17,03,03,02,01,00,33,1568678400000,04,12.0,01,PAVED,4.0,03,LAWN,12.0,,,0.0,12.0,6400.0,RCI,22.5,,60.0,2,31,0,01,04,01,01,01,3,05,05,ONE-WAY TRAFFICWAY,,,01,NO CONTROLS,00,NOT CODED,"01, 00",2,01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",36,00,77,26,RAN OFF ROADWAY,00,NOT CODED,"26, 00",00,00,00,00,01,1,0,0,0,1,0,1,1,N,N,N,N,N,"00, 00, 00, 00",N,N,N,N,N,N,"00, 00, 00, 00",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0.0,0,0.0,26.485429232,-81.43465407,456680.914561,2929517.148641,C,,ARBM15Q1R2,1686452483000,
3324166,2022250970230,2022,250970230,22-110673,3,CITY POLICE DEPARTMENT,01,03,COLLIER,1647907200000,0605,02,TUESDAY,0350,6450,Y,MAIN ST W,3RD ST S,0.005,S,26.418379,-81.419514,26.4185797,-81.4190563,03080000,37.429,00053,SR 29,,R,S,W,20,09,01,02,01,01,35,1568678400000,14,24.0,01,PAVED,8.0,06,CURB&GUTTER,2.0,,,0.0,19.0,19200.0,RCI,5.0,,35.0,1,31,0,01,04,01,01,01,1,04,04,"TWO-WAY, DIVIDED, POSITIVE MED",,,01,NO CONTROLS,00,NOT CODED,"01, 00",4,01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",36,00,03,25,FAILED TO KEEP IN PROPER LANE,00,NOT CODED,"25, 00",00,00,00,00,01,0,0,0,0,1,0,1,1,N,N,Y,N,Y,"00, 02, 00, 04",N,N,N,N,N,N,"00, 00, 00, 00",N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,0,0,0,0.0,0,0.0,26.418575179,-81.419055089,458211.455432,2922107.733588,R,,ARBM15Q1R2,1686452483000,
3324173,2022250978840,2022,250978840,22-143337,3,CITY POLICE DEPARTMENT,01,03,COLLIER,1649980800000,1453,05,FRIDAY,0350,6450,Y,MAIN ST E,NEW MARKET RD L,0.0,,26.418506,-81.410846,26.4419483,-81.4339556,03080000,39.819,00064,SR 29,,I,M,S,11,03,02,01,02,03,37,1568678400000,14,12.0,01,PAVED,5.0,06,CURB&GUTTER,2.0,,,0.0,13.0,14500.0,RCI,6.4,,45.0,2,31,0,02,01,02,01,01,1,01,01,"TWO-WAY, NOT DIVIDED",01,"TWO-WAY, NOT DIVIDED",06,STOP SIGN,01,NO CONTROLS,"06, 01",2,01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",14,03,03,03,FAILED TO YIELD RIGHT-OF-WAY,01,NO CONTRIBUTING ACTION,"03, 01",00,00,00,00,01,5,0,0,0,2,0,2,5,N,N,N,Y,N,"00, 00, 03, 00",N,N,N,N,N,N,"00, 00, 00, 00",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0.0,0,0.0,26.441956624,-81.433951095,456734.725535,2924702.200818,C,,ARBM15Q1R2,1686452483000,
3327602,2022249140280,2022,249140280,FHP22ON0136001,1,FLORIDA HIGHWAY PATROL,01,03,COLLIER,1647561600000,1732,05,FRIDAY,0350,6450,N,I 75,SR 29,16.58,E,26.16862,-81.0755099,26.1685537,-81.0814851,03175000,12.61,01279,SR 93,I 75,M,M,E,02,01,01,02,01,01,36,1578355200000,01,24.0,02,PAVED WARN,10.0,03,LAWN,12.0,,,0.0,89.0,23500.0,RCI,17.1,,70.0,4,31,0,01,01,01,01,01,1,04,04,"TWO-WAY, DIVIDED, POSITIVE MED",,,01,NO CONTROLS,00,NOT CODED,"01, 00",4,01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",01,77,01,02,OPERATED MV IN CARLESS OR NEGL,00,NOT CODED,"02, 00",00,00,00,00,01,1,0,1,0,1,0,1,1,N,N,N,N,Y,"00, 00, 00, 04",N,N,N,N,N,Y,"00, 00, 00, 04",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0.0,0,0.0,26.168579276,-81.081355192,491869.816232,2894355.691173,R,,ARBM15Q1R2,1686452483000,
3330115,2022883536530,2022,883536530,FHP22ON0085714,1,FLORIDA HIGHWAY PATROL,01,03,COLLIER,1645315200000,0957,07,SUNDAY,0350,6450,N,SR 29,FARM WORKER WAY,2.0,S,26.3854724,-81.3719606,26.3837479,-81.3700037,03080000,33.416,00043,SR 29,,R,S,S,18,03,01,02,01,02,46,1568678400000,04,24.0,01,PAVED,5.0,03,LAWN,12.0,,,0.0,,8300.0,RCI,12.3,,60.0,5,31,3,01,88,77,88,01,1,01,01,"TWO-WAY, NOT DIVIDED",,,01,NO CONTROLS,00,NOT CODED,"01, 00",2,01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",88,UNKNOWN,00,NOT CODED,00,NOT CODED,"88, 00, 00",27,77,88,25,FAILED TO KEEP IN PROPER LANE,00,NOT CODED,"25, 00",00,00,00,00,01,0,1,0,0,1,0,1,1,N,N,N,N,Y,"00, 00, 00, 04",N,N,Y,N,N,N,"00, 02, 00, 00",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0.0,0,0.0,26.383727126,-81.369991127,463093.119172,2918233.278015,C,,ARBM15Q1R2,1686452483000,
3331261,2022883226130,2022,883226130,FHP22ON0135972,1,FLORIDA HIGHWAY PATROL,01,03,COLLIER,1647561600000,1725,05,FRIDAY,0350,6450,N,I 75,MILE MARKER #61,0.0,,26.1691026,-81.0511736,26.1692828,-81.0425544,03175000,10.192,00971,SR 93,I 75,R,S,E,02,01,01,03,01,01,36,1578355200000,01,24.0,02,PAVED WARN,12.0,,,0.0,,,0.0,89.0,23500.0,RCI,17.1,,70.0,1,31,0,01,01,01,01,01,1,04,04,"TWO-WAY, DIVIDED, POSITIVE MED",,,01,NO CONTROLS,00,NOT CODED,"01, 00",4,01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",14,77,01,29,OVER-CORRECTING/OVERSTEERING,00,NOT CODED,"29, 00",00,00,00,00,01,0,0,0,0,1,0,1,1,N,N,N,N,Y,"00, 00, 00, 04",N,N,N,N,N,N,"00, 00, 00, 00",N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,0,0,0,0.0,0,0.0,26.169279723,-81.042413473,495761.460245,2894431.409414,R,,ARBM15Q1R2,1686452483000,
3331262,2022883226180,2022,883226180,FHP22ON0272821,1,FLORIDA HIGHWAY PATROL,01,03,COLLIER,1653868800000,0616,01,MONDAY,0350,6450,N,I 75,MILE MARKER #78,0.0,,26.15518,-81.31313,26.1551916,-81.3120144,03175000,27.17,01205,SR 93,I 75,R,S,W,02,01,01,03,01,01,37,1578355200000,01,24.0,02,PAVED WARN,10.0,03,LAWN,12.0,,,0.0,89.0,23500.0,RCI,17.1,,70.0,1,31,0,01,03,01,01,03,1,04,04,"TWO-WAY, DIVIDED, POSITIVE MED",,,01,NO CONTROLS,00,NOT CODED,"01, 00",4,01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",27,77,01,02,OPERATED MV IN CARLESS OR NEGL,00,NOT CODED,"02, 00",00,00,00,00,01,0,0,0,0,1,0,1,1,N,N,N,N,Y,"00, 00, 00, 04",N,N,N,N,N,N,"00, 00, 00, 00",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0.0,0,0.0,26.155193726,-81.311961112,468820.700563,2892908.163754,R,,ARBM15Q1R2,1686452483000,
3317783,2022250997060,2022,250997060,22-231610,3,CITY POLICE DEPARTMENT,01,03,COLLIER,1655769600000,1228,02,TUESDAY,0350,6450,Y,15TH ST N,LAKE TRAFFORD RD,0.073,S,26.431955,-81.433955,26.4316498,-81.4337883,03080000,39.11,00062,SR 29,,R,D,S,14,05,77,10,01,03,35,1568678400000,14,12.0,01,PAVED,5.0,03,LAWN,9.0,,,0.0,13.0,17200.0,RCI,5.5,,45.0,4,31,0,04,01,02,01,01,1,01,01,"TWO-WAY, NOT DIVIDED",,,01,NO CONTROLS,00,NOT CODED,"01, 00",2,01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",10,00,05,01,NO CONTRIBUTING ACTION,00,NOT CODED,"01, 00",00,00,00,00,01,1,0,1,0,1,1,1,2,N,N,N,N,N,"00, 00, 00, 00",N,N,N,N,N,N,"00, 00, 00, 00",N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0.0,0,0.0,26.431659216,-81.433778493,456748.090154,2923561.680786,C,,ARBM15Q1R2,1686452483000,
3318124,2022250989930,2022,250989930,22-194224,3,CITY POLICE DEPARTMENT,01,03,COLLIER,1653264000000,1802,01,MONDAY,0352,6452,Y,I 75,PINE RIDGE RD,0.451,N,26.212021,-81.735974,26.2174735,-81.7360542,03175000,56.749,00714,SR 93,I 75,R,S,N,01,01,01,01,01,01,39,1578355200000,11,36.0,02,PAVED WARN,10.0,03,LAWN,12.0,,,0.0,66.0,89884.0,RCI,10.5,,70.0,2,31,0,01,01,03,02,01,1,05,05,ONE-WAY TRAFFICWAY,,,01,NO CONTROLS,00,NOT CODED,"01, 00",6,01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",31,00,01,12,DROVE TOO FAST FOR CONDITIONS,00,NOT CODED,"12, 00",00,00,00,00,01,1,0,0,0,1,0,1,1,N,N,N,N,N,"00, 00, 00, 00",Y,N,N,N,N,N,"00, 00, 00, 00",Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0.0,0,0.0,26.217528142,-81.736086912,426469.096199,2899982.742251,R,,ARBM15Q1R2,1686452483000,
3326512,2022245963410,2022,245963410,22-0002630,2,COUNTY SHERIFF'S OFFICE,01,03,COLLIER,1646265600000,2104,04,THURSDAY,0352,6452,Y,9TH ST N,28TH AVE N,0.049,S,26.178999,-81.799883,26.1790271,-81.79989,03010000,9.478,00196,SR 45,US 41,L,1,N,30,02,01,01,01,03,38,1565654400000,14,33.0,06,CURB&GUTTER,2.0,,,0.0,,,0.0,62.0,39000.0,RCI,3.7,,45.0,4,31,0,01,04,01,01,01,1,04,04,"TWO-WAY, DIVIDED, POSITIVE MED",04,"TWO-WAY, DIVIDED, POSITIVE MED",01,NO CONTROLS,01,NO CONTROLS,"01, 01",6,01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",14,02,01,21,WRONG SIDE OF WRONG WAY,01,NO CONTRIBUTING ACTION,"21, 01",00,00,00,00,01,3,0,1,0,2,0,2,3,Y,N,N,N,Y,"00, 00, 00, 04",N,N,N,N,N,N,"00, 00, 00, 00",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0.0,0,0.0,26.179017765,-81.79962875,420095.10348,2895755.173421,L,,ARBM15Q1R2,1686452483000,
3326513,2022245963570,2022,245963570,22-0002750,2,COUNTY SHERIFF'S OFFICE,01,03,COLLIER,1646611200000,1250,01,MONDAY,0352,6452,Y,9TH ST N,ORCHID DR,0.1,N,26.168924,-81.799442,26.1689256,-81.7994371,03010000,10.175,01250,SR 45,US 41,L,1,S,30,02,01,01,01,01,38,1565654400000,14,33.0,06,CURB&GUTTER,2.0,,,0.0,,,0.0,22.0,35500.0,RCI,3.7,1D0000,45.0,1,31,0,01,01,01,01,01,1,04,04,"TWO-WAY, DIVIDED, POSITIVE MED",01,"TWO-WAY, NOT DIVIDED",01,NO CONTROLS,01,NO CONTROLS,"01, 01",6,01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",14,01,01,10,FOLLOWED TOO CLOSELY,01,NO CONTRIBUTING ACTION,"10, 01",00,00,00,00,01,0,0,0,0,2,0,2,2,N,N,N,N,N,"00, 00, 00, 00",N,N,N,N,N,N,"00, 00, 00, 00",N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,0,0,0,0.0,0,0.0,26.168905249,-81.799286842,420122.3786,2894634.9718,L,,ARBM15Q1R2,1686452483000,
3327090,2022245964200,2022,245964200,22-0003244,2,COUNTY SHERIFF'S OFFICE,01,03,COLLIER,1647648000000,1808,06,SATURDAY,0352,6452,Y,US 41,CYPRESS WOOD DR,0.028,S,26.192608,-81.7999,26.1922675,-81.8001222,03010000,8.566,00188,SR 45,US 41,L,2,N,30,02,03,01,02,01,38,1565654400000,14,33.0,06,CURB&GUTTER,2.0,,,0.0,,,0.0,58.0,39000.0,RCI,3.7,,45.0,3,31,0,03,01,01,01,01,1,01,01,"TWO-WAY, NOT DIVIDED",04,"TWO-WAY, DIVIDED, POSITIVE MED",01,NO CONTROLS,01,NO CONTROLS,"01, 01",6,01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",14,04,01,25,FAILED TO KEEP IN PROPER LANE,02,OPERATED MV IN CARLESS OR NEGL,"25, 02",00,00,00,00,01,1,0,0,0,2,0,2,3,N,N,N,Y,N,"00, 00, 03, 00",Y,Y,N,N,N,N,"01, 00, 00, 00",Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0.0,0,0.0,26.19226092,-81.799878788,420079.153111,2897222.04856,L,,ARBM15Q1R2,1686452483000,
3327091,2022245964240,2022,245964240,22-0003290,2,COUNTY SHERIFF'S OFFICE,01,03,COLLIER,1647907200000,0826,02,TUESDAY,0352,6452,Y,US 41,GRANADA BLVD,0.0,,26.202948,-81.800149,26.2029974,-81.8003424,03010000,7.827,00774,SR 45,US 41,R,1,E,30,02,02,01,02,03,43,1565654400000,14,39.0,06,CURB&GUTTER,2.0,,,0.0,,,0.0,30.0,42000.0,RCI,3.3,,45.0,1,31,0,02,01,01,01,01,1,04,04,"TWO-WAY, DIVIDED, POSITIVE MED",04,"TWO-WAY, DIVIDED, POSITIVE MED",05,TRAFFIC CONTROL SIGNAL,05,TRAFFIC CONTROL SIGNAL,"05, 05",6,01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",14,01,03,03,FAILED TO YIELD RIGHT-OF-WAY,01,NO CONTRIBUTING ACTION,"03, 01",00,00,00,00,01,0,0,0,0,2,0,2,3,N,N,N,Y,N,"00, 00, 03, 00",N,N,N,N,N,N,"00, 00, 00, 00",N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,0,0,0,0.0,0,0.0,26.202981676,-81.800377472,420036.647403,2898409.715473,R,,ARBM15Q1R2,1686452483000,
3327603,2022249140290,2022,249140290,FHP22ON0189195,1,FLORIDA HIGHWAY PATROL,01,03,COLLIER,1649980800000,2045,05,FRIDAY,0352,6452,N,I 75,SR 29,0.5,W,26.15484,-81.34533,26.1547727,-81.3527805,03175000,29.702,01032,SR 93,I 75,L,2,E,02,01,01,01,01,01,37,1578355200000,01,24.0,02,PAVED WARN,12.0,03,LAWN,0.0,,,0.0,89.0,26851.0,RCI,12.4,,70.0,1,31,0,01,04,02,02,01,1,04,04,"TWO-WAY, DIVIDED, POSITIVE MED",04,"TWO-WAY, DIVIDED, POSITIVE MED",01,NO CONTROLS,01,NO CONTROLS,"01, 01",4,01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",14,01,01,02,OPERATED MV IN CARLESS OR NEGL,01,NO CONTRIBUTING ACTION,"02, 01",00,00,00,00,01,0,0,0,0,2,0,2,3,N,N,N,N,Y,"00, 00, 00, 04",N,N,N,N,N,Y,"00, 00, 00, 04",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0.0,0,0.0,26.154451051,-81.353244443,464694.338471,2892836.472943,L,,ARBM15Q1R2,1686452483000,
3327667,2022245966450,2022,245966450,22-0006187,2,COUNTY SHERIFF'S OFFICE,01,03,COLLIER,1653868800000,1859,01,MONDAY,0352,6452,Y,5TH AVE S,9TH ST S,0.004,S,26.141955,-81.794691,26.1418373,-81.794648,03010000,12.068,00220,SR 90,US 41,R,2,W,30,02,77,04,02,03,40,1565654400000,14,33.0,06,CURB&GUTTER,2.0,,,0.0,,,0.0,17.0,37000.0,RCI,3.7,,30.0,1,31,1,01,01,01,01,01,1,04,04,"TWO-WAY, DIVIDED, POSITIVE MED",,,05,TRAFFIC CONTROL SIGNAL,00,NOT CODED,"05, 00",6,01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",24,00,01,31,"OPER MV AGRSIVE, ERATIC, RCKLS",00,NOT CODED,"31, 00",00,00,00,00,01,0,0,0,0,1,0,1,1,N,N,N,N,Y,"00, 00, 00, 04",N,Y,N,N,N,N,"01, 00, 00, 00",Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0.0,0,0.0,26.141808256,-81.794734843,420558.95504,2891631.11771,R,,ARBM15Q1R2,1686452483000,
3328392,2022883520350,2022,883520350,FHP22ON0183098,1,FLORIDA HIGHWAY PATROL,01,03,COLLIER,1649721600000,1430,02,TUESDAY,0352,6452,N,I 75,SR 29,10.0,W,26.15331,-81.4902299,26.1532964,-81.5057346,03175000,39.202,00902,SR 93,I 75,R,2,W,02,01,01,01,01,01,37,1578355200000,01,24.0,02,PAVED WARN,12.0,,,0.0,,,0.0,90.0,26851.0,RCI,12.4,,70.0,1,31,0,01,01,01,01,01,1,04,04,"TWO-WAY, DIVIDED, POSITIVE MED",04,"TWO-WAY, DIVIDED, POSITIVE MED",01,NO CONTROLS,01,NO CONTROLS,"01, 01",4,01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",14,04,01,02,OPERATED MV IN CARLESS OR NEGL,01,NO CONTRIBUTING ACTION,"02, 01",00,00,00,00,01,0,0,0,0,2,0,2,2,N,N,Y,N,Y,"00, 02, 00, 04",N,N,N,N,N,N,"00, 00, 00, 00",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0.0,0,0.0,26.153294716,-81.505730853,449453.100188,2892758.769312,R,,ARBM15Q1R2,1686452483000,
3329387,2022245962000,2022,245962000,22-0001146,2,COUNTY SHERIFF'S OFFICE,01,03,COLLIER,1643241600000,1516,04,THURSDAY,0352,6452,Y,9TH ST N,GOLDENGATE PKWY,0.094,S,26.170301,-81.799555,26.1703764,-81.7996713,03010000,10.074,00203,SR 45,US 41,R,1,S,30,05,77,01,03,01,38,1565654400000,14,33.0,06,CURB&GUTTER,2.0,,,0.0,,,0.0,53.0,35500.0,RCI,3.7,,45.0,4,31,0,04,01,01,01,01,1,04,04,"TWO-WAY, DIVIDED, POSITIVE MED",04,"TWO-WAY, DIVIDED, POSITIVE MED",01,NO CONTROLS,01,NO CONTROLS,"01, 01",6,01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",14,03,05,03,FAILED TO YIELD RIGHT-OF-WAY,01,NO CONTRIBUTING ACTION,"03, 01",00,00,00,00,01,1,0,1,0,3,0,3,3,N,N,Y,N,Y,"00, 02, 00, 04",N,N,N,N,N,N,"00, 00, 00, 00",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0.0,0,0.0,26.170354591,-81.799701337,420081.942078,2894795.745569,R,,ARBM15Q1R2,1686452483000,
3324795,2022245961380,2022,245961380,22-0000579,2,COUNTY SHERIFF'S OFFICE,01,03,COLLIER,1642032000000,1553,04,THURSDAY,0352,6452,Y,9TH ST N,NEAPOLITAN WAY,0.0,,26.202957,-81.800332,26.2029974,-81.8003424,03010000,7.827,00774,SR 45,US 41,L,1,W,30,02,02,01,02,03,43,1565654400000,14,39.0,06,CURB&GUTTER,2.0,,,0.0,,,0.0,30.0,42000.0,RCI,3.3,,45.0,4,31,0,02,01,01,01,01,1,03,03,"TWO-WAY, DIVIDED, UNPROTECTED",,,05,TRAFFIC CONTROL SIGNAL,00,NOT CODED,"05, 00",6,01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",10,00,03,03,FAILED TO YIELD RIGHT-OF-WAY,00,NOT CODED,"03, 00",00,00,00,00,01,1,0,1,1,1,0,1,2,N,N,N,Y,N,"00, 00, 03, 00",N,N,N,N,N,N,"00, 00, 00, 00",N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0.0,0,0.0,26.202988874,-81.800168395,420057.541412,2898410.383858,L,,ARBM15Q1R2,1686452483000,
3323593,2022250968230,2022,250968230,22-101687,3,CITY POLICE DEPARTMENT,01,03,COLLIER,1647302400000,0900,02,TUESDAY,0354,6454,Y,I 75,COLLIER BLVD,0.056,N,26.161944,-81.685682,26.1618533,-81.6856534,03175003,0.311,00493,SR 93,I 75,L,X,W,08,04,14,10,01,02,0,978307200000,,48.0,01,PAVED,3.0,03,LAWN,12.0,,,0.0,,2200.0,RCI,5.6,,,1,31,0,08,01,01,01,01,1,01,01,"TWO-WAY, NOT DIVIDED",,,01,NO CONTROLS,00,NOT CODED,"01, 00",4,01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",36,00,01,02,OPERATED MV IN CARLESS OR NEGL,00,NOT CODED,"02, 00",00,00,00,00,01,0,0,0,0,1,0,1,1,N,N,N,N,Y,"00, 00, 00, 04",N,N,N,N,N,N,"00, 00, 00, 00",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0.0,0,0.0,26.161857457,-81.685654432,431474.602194,2893789.516279,O,,ARBM15Q1R2,1686452483000,
